,label,tid,time,day,poi,price,rating,weather
52162,767,21347,1409,Friday,The Pier Apartments,-1,7.8,Clouds
10045,178,4989,673,Sunday,Lincoln Towers Playground,-1,-1.0,Clear
25117,372,10585,646,Wednesday,Barbarian Group - NYC,-1,8.1,Clear
37157,529,14829,1239,Friday,Brookfield Place,-1,9.2,Clear
35854,521,14648,1101,Saturday,Emmons Bagel,1,-1.0,Clouds
26202,384,10901,873,Thursday,555 Club,2,-1.0,Clear
27136,390,11070,772,Thursday,New York Sports Clubs,-1,6.8,Clouds
37592,531,14895,1397,Tuesday,Homeee  ; ),-1,-1.0,Clouds
15937,293,8218,1202,Saturday,Broadway Deli,1,-1.0,Clear
35792,519,14603,719,Tuesday,CareerBuilder,-1,-1.0,Clouds
44848,689,19203,150,Sunday,New York Hilton Midtown,-1,7.6,Clouds
66362,1054,29107,528,Friday,Joe's Home Office,-1,-1.0,Clear
5007,84,2290,832,Tuesday,TIA CREF Cafeteria,-1,-1.0,Clouds
30630,445,12571,33,Monday,David & Moe Deli Grocery,1,-1.0,Clear
44910,689,19205,15,Sunday,Webster Hall,-1,-1.0,Rain
63386,980,27201,732,Wednesday,Opening Ceremony Showroom,-1,-1.0,Clouds
22610,354,10030,1219,Thursday,PS 450,3,7.3,Clouds
51615,763,21278,1256,Thursday,Dunkin' Donuts,1,5.1,Clouds
34881,495,13916,935,Monday,Josie Robertson Plaza (Lincoln Center Plaza),-1,9.3,Clouds
1189,25,638,1231,Tuesday,61 West 74th Street,-1,-1.0,Clear
61649,943,26154,1062,Sunday,BJ's Wholesale Club,-1,6.0,Clear
5446,84,2301,183,Sunday,the nicest morning!,-1,-1.0,Clouds
4966,84,2289,924,Tuesday,Kinneys park,-1,-1.0,Clouds
31976,458,12949,672,Friday,MTA Subway - Broadway Junction (A/C/J/L/Z),-1,-1.0,Clouds
10298,178,5000,1146,Thursday,Bank of America,-1,5.9,Clear
8640,150,4189,898,Friday,LC Atrium Discount Tickets,-1,-1.0,Clouds
22275,354,10027,1226,Monday,MTA Subway - Williamsburg Bridge (J/M/Z),-1,-1.0,Clouds
9237,171,4792,481,Monday,Crunch,-1,-1.0,Clear
38807,582,16264,587,Wednesday,Starbucks,1,7.8,Clouds
26498,384,10912,409,Thursday,Bread & Butter,2,6.8,Clouds
40690,617,17199,386,Saturday,La Casa De Lopez,-1,-1.0,Clear
18866,315,8952,1151,Friday,Napoli's Pizza,1,8.5,Clouds
13587,207,5831,1081,Saturday,El Norte,2,7.5,Rain
726,14,336,473,Sunday,Madison Square Park,-1,9.6,Clouds
35726,519,14590,844,Saturday,Brooks Brothers,-1,7.9,Clouds
25306,372,10603,970,Sunday,Union Square Holiday Market,-1,-1.0,Clouds
314,7,145,1064,Friday,Jbird Cocktails,3,-1.0,Clear
19274,315,8961,339,Wednesday,Euclid 500 Garden,-1,-1.0,Fog
40476,617,17187,1382,Wednesday,Lukoil,-1,5.6,Clouds
28949,439,12423,741,Friday,Top Bagel,1,7.3,Clouds
27177,396,11204,530,Tuesday,Starbucks,1,5.9,Clear
45275,689,19227,570,Monday,New York Hilton Midtown,-1,7.6,Clear
47129,706,19730,1075,Monday,Museum of Modern Art (MoMA),-1,9.5,Clouds
10507,181,5071,1152,Wednesday,MTA NYCT 207th Street Maintenance and Overhaul Shop,-1,6.1,Clouds
21717,354,10022,734,Wednesday,Millenium Hilton,-1,-1.0,Clouds
40688,617,17199,24,Saturday,Lincoln Tunnel,-1,5.3,Clear
36063,521,14660,464,Monday,MTA Subway - Avenue U (Q),-1,-1.0,Clear
16116,293,8223,1194,Thursday,MTA Subway - Spring St (C/E),-1,-1.0,Clear
17272,293,8248,616,Thursday,Lexington Ave,-1,-1.0,Clear
23601,355,10065,72,Tuesday,Wendy's,1,6.8,Rain
19880,344,9733,1322,Saturday,C-Town Supermarkets,-1,6.5,Clear
1932,50,1358,1198,Tuesday,Wartburg Nursing,-1,-1.0,Clear
46343,705,19709,746,Sunday,Snug Harbor Cultural Center & Botanical Garden,-1,9.3,Clear
56500,877,24355,978,Tuesday,Mi Casa,-1,-1.0,Clear
30514,445,12568,969,Tuesday,CakeTown,-1,-1.0,Clear
28812,438,12404,956,Sunday,Starbucks,1,5.9,Clouds
15396,280,7837,1192,Saturday,Hairy Monk,1,-1.0,Clear
492,12,289,1171,Friday,Paris Sandwich,1,7.9,Fog
24170,365,10372,530,Monday,American Dream | Meadowlands,-1,5.3,Clear
58050,889,24662,795,Thursday,SUB,-1,-1.0,Clouds
833,14,354,381,Saturday,Madison Square Park,-1,9.6,Clouds
51135,754,21041,478,Friday,McMahon Hall,-1,-1.0,Clear
46293,705,19703,661,Monday,College Of Staten Island,-1,-1.0,Rain
3137,73,1924,1245,Saturday,My Toilet,-1,-1.0,Clear
33791,484,13630,484,Friday,MTA Subway - Bedford/Nostrand Aves (G),-1,-1.0,Clouds
59727,913,25293,907,Friday,NYC Transit Museum Annex: GCT Store,-1,7.2,Clouds
33655,484,13626,1210,Friday,"Waterfront Plaza, Brookfield Place",-1,9.3,Clear
14102,246,6912,482,Sunday,Saint Thomas Church,-1,-1.0,Clear
29062,439,12427,893,Monday,Dimitria's Casa,-1,-1.0,Clouds
22919,354,10034,1186,Saturday,Coney Island Beach & Boardwalk,-1,9.3,Clouds
45219,689,19219,570,Sunday,New York Hilton Midtown,-1,7.6,Clouds
35711,519,14587,928,Tuesday,Yogo Truck,1,5.9,Clear
38290,553,15459,450,Tuesday,Dunkin' Donuts,1,5.6,Rain
9256,171,4793,1107,Wednesday,El Cantinero,2,6.6,Clouds
65232,1019,28266,1395,Thursday,The Belnord | Place of Prospects,-1,-1.0,Clear
66495,1054,29118,1265,Friday,Essex Toll Plaza,-1,4.7,Clear
47655,722,20141,430,Thursday,Asphalt Green,-1,9.0,Clouds
13271,188,5306,1185,Friday,Pier A Park,-1,9.6,Clouds
60100,922,25513,1343,Monday,St. Anselm,2,9.4,Clear
17416,293,8250,774,Sunday,Walgreens,-1,5.2,Clouds
34957,495,13918,731,Wednesday,Port Authority Bus Terminal,-1,5.5,Clouds
19096,315,8956,1108,Friday,Espinal's Restaurant,2,-1.0,Clear
3108,73,1923,1296,Friday,Grand Bo Ky Restaurant 波記潮州小食,1,7.1,Clouds
14703,262,7386,552,Wednesday,HSBC,-1,-1.0,Clear
61111,943,26117,1207,Thursday,55 Van Reipen,-1,-1.0,Clear
8712,150,4197,1029,Thursday,David H. Koch Theater,-1,9.5,Clear
56168,872,24245,1210,Thursday,Straus Park,-1,6.3,Clouds
50498,750,20926,913,Tuesday,Guzman Grocery,1,-1.0,Clear
4319,84,2278,651,Sunday,89 Church Liquors,-1,6.9,Clear
32402,458,12960,1069,Monday,My Abode,-1,-1.0,Clouds
35643,519,14578,1084,Saturday,Times Square,-1,9.0,Clear
39089,585,16346,1055,Saturday,Whitney Young Manor,-1,-1.0,Clear
9791,178,4985,1185,Thursday,New Image Unisex Saloon,-1,-1.0,Clouds
27870,422,11983,838,Tuesday,Shell,-1,5.8,Clear
17627,295,8287,60,Sunday,Katra Lounge,2,6.9,Clouds
32944,472,13340,1040,Tuesday,Jamaica Super Deli,1,-1.0,Clear
32075,458,12951,509,Wednesday,Tingué Bungalow,-1,-1.0,Rain
17295,293,8249,774,Monday,Father Fagan Park,-1,6.7,Clouds
23159,354,10040,506,Saturday,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q),-1,-1.0,Rain
79,6,129,1058,Sunday,MTA Bus Stop - 116th & Broadway (M4/M60/M104),-1,-1.0,Rain
41462,635,17656,661,Saturday,Dunkin Donuts,1,-1.0,Clear
22848,354,10034,721,Monday,MTA Subway - 25th St (R),-1,-1.0,Clouds
21276,349,9890,941,Friday,Bill's Bar & Burger,2,8.2,Clouds
23223,354,10044,7,Wednesday,Luna Park,-1,8.9,Rain
41918,638,17786,605,Wednesday,Starbucks,1,6.6,Clouds
40251,596,16629,1335,Thursday,My Crib,-1,-1.0,Clear
31930,458,12948,824,Sunday,Kyrstal's Palace,-1,-1.0,Rain
41640,635,17680,1007,Monday,The Troll Under The Bridge,-1,-1.0,Clear
52578,768,21375,1095,Monday,Spencer's Gifts,-1,5.6,Rain
10402,181,5065,1165,Saturday,MTA Subway - Jamaica Center/Parsons/Archer (E/J/Z),-1,-1.0,Clouds
66467,1054,29115,181,Sunday,Dunkin' Donuts,1,6.3,Clouds
6639,95,2629,122,Saturday,House of Hercules,-1,-1.0,Clear
37823,533,14956,1046,Tuesday,Steve's Backyard Patio,-1,-1.0,Clear
19979,344,9743,658,Tuesday,Kiely Hall,-1,-1.0,Clear
60092,922,25512,851,Friday,Regal Cinemas Union Square 14,-1,7.2,Fog
29621,440,12455,882,Wednesday,Citigroup Cafeteria,-1,-1.0,Clear
49954,744,20812,513,Wednesday,CVS/pharmacy,-1,6.6,Fog
28562,432,12235,625,Tuesday,Audubon Avenue,-1,-1.0,Rain
4642,84,2283,12,Wednesday,Irish Rover,1,8.5,Clouds
45695,699,19531,1288,Wednesday,Bayonne Bridge,-1,-1.0,Clear
64539,1016,28167,1429,Monday,The Astillero Residence,-1,-1.0,Clouds
31703,448,12670,820,Monday,43rd Bergenline Ave.,-1,-1.0,Clouds
7569,120,3293,803,Monday,Chikurin,2,7.3,Rain
57197,882,24463,19,Thursday,Leslie+Lohman Museum of Gay & Lesbian Art,-1,8.8,Rain
43636,660,18395,1221,Saturday,Lockbird Palace,-1,-1.0,Clouds
55319,834,23213,1106,Tuesday,Platinum Fitness,-1,7.6,Clear
13554,207,5828,33,Saturday,Mount Plesant Apartments,-1,-1.0,Clear
1886,50,1349,355,Saturday,Mama's Empanadas,1,8.2,Clear
33513,475,13416,1206,Friday,Crif Dogs,1,9.2,Clouds
66896,1070,29556,1370,Monday,EHS St. George Residence,-1,-1.0,Clear
60518,928,25695,96,Thursday,Mi Casa :-D,-1,-1.0,Clear
47256,708,19771,847,Monday,Paramus Chevrolet,-1,6.6,Clouds
44267,673,18737,524,Friday,KRM Kollel Store,-1,6.3,Clear
17490,293,8252,942,Monday,WNYC Cafe,-1,-1.0,Clouds
23138,354,10040,764,Tuesday,T-Mobile,-1,6.7,Clouds
21116,349,9886,1190,Sunday,Yankee Clipper,-1,-1.0,Clouds
41932,638,17788,472,Wednesday,Starbucks,2,6.9,Clouds
34620,492,13823,499,Thursday,Yogic Chai Cafe,1,6.3,Clear
35955,521,14653,1059,Monday,New York Sports Clubs,-1,5.8,Clouds
62918,976,27066,1163,Wednesday,Raylz HQ,-1,-1.0,Clear
43816,660,18407,1094,Monday,Frozen Margarita,-1,-1.0,Clouds
29690,440,12457,1433,Tuesday,Occupy Garrett,-1,-1.0,Clouds
60179,922,25524,810,Sunday,Joe's Pizza,1,9.2,Clear
51174,754,21045,737,Tuesday,MBFW Press Credentials Trailer,-1,-1.0,Clouds
62218,951,26305,326,Friday,Planet Fitness,-1,5.8,Clouds
2943,70,1867,441,Saturday,MTA Subway - Fort Hamilton Pkwy (D),-1,-1.0,Clouds
48692,734,20499,51,Sunday,Valero,-1,6.3,Rain
32648,461,13027,1016,Sunday,Super Stop & Shop,-1,6.0,Clouds
42565,645,17989,737,Sunday,Mets Clubhouse,-1,8.9,Clouds
51837,766,21323,1075,Tuesday,Lincoln Tunnel,-1,5.3,Clear
50376,750,20916,484,Saturday,Times Square,-1,9.0,Clear
51302,754,21052,717,Tuesday,Lowenstein Building,-1,-1.0,Clouds
55895,868,24104,730,Thursday,Vital Theatre Company,-1,6.1,Clear
13292,201,5656,973,Tuesday,LOFT,-1,-1.0,Clouds
31356,448,12655,1426,Wednesday,Gate 305,-1,-1.0,Clouds
10956,184,5181,497,Tuesday,MTA Subway - M Train,-1,-1.0,Clouds
33256,474,13384,1411,Saturday,MTA Subway - Manhattan Bridge (B/D/N/Q),-1,-1.0,Clear
63013,976,27069,1413,Friday,Raylz HQ,-1,-1.0,Clear
22786,354,10032,430,Monday,MTA Subway - Fort Hamilton Pkwy (F/G),-1,-1.0,Clouds
50292,750,20912,1189,Tuesday,Guzman Grocery,1,-1.0,Clouds
33532,475,13418,1117,Wednesday,MTA Bus - E 14 St & 2 Av (M14A/M14D),-1,4.9,Clouds
44989,689,19208,1245,Friday,Pacha NYC,2,-1.0,Clear
9345,171,4811,1071,Tuesday,Starbucks,1,6.7,Clouds
45616,699,19527,555,Friday,215 Park Avenue South,-1,-1.0,Clear
65905,1044,28841,926,Saturday,'wichcraft,2,-1.0,Clear
51816,766,21322,562,Tuesday,Outerstuff,-1,-1.0,Clouds
4820,84,2286,1015,Friday,Rod's Apt,-1,-1.0,Clouds
61748,951,26288,26,Sunday,MTA Subway - 125th St (1),-1,-1.0,Clouds
3648,81,2194,1017,Friday,Yagura Japanese Grocery,-1,-1.0,Clear
21378,349,9892,899,Saturday,General Motors Building,-1,-1.0,Clear
4595,84,2282,778,Friday,Facebook Mobile Hack NYC,-1,-1.0,Clouds
47319,708,19797,1143,Sunday,Lexus Madison Suite Level at MSG,-1,9.0,Clear
10256,178,4997,1123,Saturday,New Image Unisex Saloon,-1,-1.0,Clouds
46887,706,19723,1395,Monday,Macchiato Espresso Bar,2,7.5,Clouds
8768,153,4268,1282,Wednesday,Johnny Rockets,1,7.2,Clouds
28257,425,12029,46,Sunday,Grant Street Cafe,2,8.1,Clear
63889,990,27440,1402,Saturday,VOILÀ hotel -  St Giles The Court,-1,-1.0,Clear
24619,371,10565,739,Wednesday,The Porcelli Casa :),-1,-1.0,Clouds
57297,882,24470,1222,Thursday,Dennis Gourd,-1,-1.0,Clear
2827,70,1861,1177,Friday,MTA Subway - Parkchester (6),-1,-1.0,Clouds
47181,708,19767,533,Thursday,GiRLS WORLD ,3,-1.0,Clear
29806,440,12462,502,Tuesday,23rd Street PATH Station,-1,-1.0,Clear
14596,254,7191,855,Wednesday,MTA Subway - Broadway/Lafayette St (B/D/F/M/6),-1,-1.0,Clouds
14910,267,7511,1357,Friday,Rudy Macina Peace Memorial Plaza,-1,-1.0,Clouds
46578,706,19719,993,Friday,Botulli's Catering Food Truck,1,-1.0,Clouds
41944,642,17891,923,Wednesday,The Amish Market,-1,9.0,Clouds
16409,293,8229,766,Sunday,Lexington Ave,-1,-1.0,Clear
53924,816,22719,1035,Tuesday,Ender Hall,-1,-1.0,Rain
64598,1016,28171,474,Monday,New Milford High School,-1,-1.0,Clouds
41804,638,17769,686,Sunday,McDonald's,1,5.2,Clear
66503,1054,29123,136,Saturday,7-Eleven,-1,7.1,Clouds
4921,84,2288,855,Monday,O'Neill's Irish Bar,1,-1.0,Clouds
49043,742,20729,865,Wednesday,Giantspocalypse 2012 champs,1,-1.0,Clouds
4414,84,2279,1247,Sunday,L's House!,-1,-1.0,Rain
26130,384,10900,79,Tuesday,555 Club,2,-1.0,Clear
40586,617,17193,1061,Thursday,High Line,-1,9.7,Clear
1954,56,1513,1288,Saturday,Franklin Park,2,8.9,Clouds
57593,885,24533,508,Monday,Mi Casa,-1,-1.0,Clouds
66372,1054,29108,118,Tuesday,Ed's Tavern,2,-1.0,Clouds
28784,438,12401,904,Tuesday,Franchia,2,8.9,Rain
46743,706,19721,965,Thursday,Pathmark,-1,-1.0,Clouds
8075,121,3333,1386,Wednesday,Ranger Game!,-1,-1.0,Clear
18660,315,8947,750,Sunday,Bolla Market - Conduit & Liberty,-1,-1.0,Clouds
7070,99,2739,1233,Friday,Miller's Ale House - Paramus,1,7.9,Clear
38884,582,16273,736,Friday,Coney Island Avenue Bridge,-1,-1.0,Clear
32300,458,12956,372,Monday,Glenwood Gourment Deli & Grocery,1,-1.0,Clouds
28625,432,12237,648,Thursday,Wurzweiler Computer Lab,-1,-1.0,Clear
3026,70,1871,870,Wednesday,MTA Subway - 68th St/Hunter College (6),-1,-1.0,Fog
16668,293,8238,783,Wednesday,Varick Commercial Stationers,-1,-1.0,Rain
13838,208,5864,784,Friday,Victory Garden,1,-1.0,Clouds
21772,354,10022,1076,Friday,MTA Subway - Williamsburg Bridge (J/M/Z),-1,-1.0,Clear
6459,95,2616,516,Wednesday,MTA Subway - 82nd St/Jackson Heights (7),-1,-1.0,Clouds
23104,354,10039,784,Thursday,MTA Subway - Ocean Parkway (Q),-1,-1.0,Clouds
43801,660,18404,1107,Wednesday,Century 21 Department Store,-1,8.0,Clouds
8691,150,4193,118,Tuesday,Lincoln Center for the Performing Arts,-1,9.6,Clear
41236,628,17497,595,Monday,BLOOMFIELD MEMORIAL  DAY PARADE,-1,-1.0,Clear
24736,371,10567,10,Thursday,Sleep.. ,3,-1.0,Clouds
25661,384,10890,1356,Friday,Umi Sushi,2,8.2,Clouds
41134,628,17491,395,Monday,Mom and Dad's House,-1,-1.0,Clear
51660,763,21280,916,Tuesday,MTA Subway - Manhattan Bridge (B/D/N/Q),-1,-1.0,Clear
27213,396,11205,1026,Tuesday,General Grant National Memorial (Grant's Tomb),-1,8.6,Clouds
1338,25,645,1204,Saturday,Banana Republic,-1,-1.0,Clear
6626,95,2628,524,Friday,MTA Subway - Mets/Willets Point (7),-1,-1.0,Clouds
15773,293,8214,834,Thursday,WNYC Cafe,-1,-1.0,Clouds
26818,386,10953,519,Friday,Belleville Elementary School 5,-1,-1.0,Clear
17081,293,8244,1180,Friday,Soho Mini Market,-1,-1.0,Clouds
52665,768,21379,430,Thursday,James J Braddock North Hudson County Park,-1,8.7,Clear
57912,885,24559,394,Thursday,MTA Subway - Fulton St (A/C/J/Z/2/3/4/5),-1,-1.0,Clouds
34565,492,13815,911,Saturday,Amanti Vino,-1,9.0,Clear
16324,293,8228,781,Friday,MTA Subway - 14th St (A/C/E/L),-1,-1.0,Rain
52372,768,21371,898,Tuesday,Rose Delicatessen,1,-1.0,Clouds
53977,816,22722,1052,Friday,"Jefferson Ave, Tenafly NJ",-1,-1.0,Rain
55539,842,23440,996,Sunday,My Casa,-1,-1.0,Clear
29989,443,12528,1138,Friday,7-Eleven,-1,5.6,Clear
42451,645,17983,552,Friday,"Club ""B""",-1,-1.0,Clouds
36181,521,14679,495,Monday,MTA Subway - Manhattan Bridge (B/D/N/Q),-1,-1.0,Clear
12384,185,5213,819,Sunday,The Hang Out,-1,-1.0,Clouds
43918,662,18446,746,Monday,Queens Center Mall,-1,7.5,Clouds
35835,519,14609,861,Saturday,The Spotted Pig,3,9.1,Clear
57539,885,24531,340,Tuesday,One Liberty Plaza,-1,-1.0,Clouds
12926,187,5268,558,Wednesday,The Coffee Bean & Tea Leaf,1,-1.0,Rain
358,7,152,1389,Thursday,Shrine World Music Venue,-1,8.7,Clear
17232,293,8247,146,Saturday,Broadway Deli,1,-1.0,Clouds
65558,1029,28516,81,Saturday,Dingbatz,1,7.3,Rain
8063,121,3332,381,Saturday,Mommy & Baby Petey Time ❤,-1,-1.0,Clear
6018,94,2576,1228,Wednesday,Talmud Torah,-1,-1.0,Clear
34752,492,13850,466,Thursday,MKA Middle School Campus,-1,-1.0,Clear
9029,154,4317,652,Saturday,Newkirk Plaza,-1,6.4,Clear
46402,706,19717,917,Wednesday,The Vapors Barber Shop Inc.,-1,7.5,Clear
15422,280,7838,1412,Saturday,Employees Only,3,9.2,Clouds
5954,91,2505,1075,Saturday,Baskin-Robbins,1,6.7,Clouds
6336,95,2609,523,Tuesday,MTA Subway - Court Square (E/G/M/7),-1,-1.0,Fog
6141,95,2603,475,Thursday,House of Hercules,-1,-1.0,Clouds
33642,484,13626,1181,Wednesday,MTA Subway - 14th St (F/L/M),-1,-1.0,Clear
49204,742,20731,984,Sunday,Brooklyn Botanic Garden,-1,9.6,Clear
19875,344,9733,553,Thursday,I Building,-1,-1.0,Clear
29588,440,12454,815,Saturday,White Star Bar,2,8.9,Clear
1482,34,913,866,Wednesday,NYC Office of Emergency Management (OEM),-1,-1.0,Clear
62161,951,26301,496,Wednesday,The House of Me,-1,-1.0,Clouds
16728,293,8239,1206,Friday,Settepani Bakery,1,5.9,Clear
46211,702,19647,1025,Thursday,Chipotle Mexican Grill,1,7.5,Clouds
63624,990,27429,497,Friday,InterContinental New York Times Square,-1,8.5,Clear
37069,529,14827,902,Tuesday,150 Market,1,5.2,Clouds
18547,315,8942,807,Friday,May May Restaurant,1,-1.0,Clear
33159,474,13380,432,Thursday,MTA Subway - Bay Parkway (D),-1,-1.0,Clear
33030,472,13345,724,Saturday,16 Handles,1,-1.0,Clear
13243,188,5305,463,Friday,US Post Office,-1,-1.0,Clear
60180,922,25524,821,Sunday,Father Demo Square,-1,8.0,Clear
3597,81,2182,793,Sunday,Falafel Express,1,-1.0,Clouds
30844,445,12575,188,Sunday,NeverLand,-1,-1.0,Clouds
24370,371,10560,923,Wednesday,"Rubba Dub Dub, Im In The Tub ;)",-1,-1.0,Clear
40983,621,17283,861,Monday,T.J. Maxx,-1,7.6,Clouds
7853,121,3327,1154,Saturday,Mi Casa Nana,-1,-1.0,Clouds
28673,432,12244,16,Monday,Yeshiva University - Wilf Campus,-1,-1.0,Clear
8797,153,4269,1303,Friday,Hard Rock Cafe Yankee Stadium,2,7.9,Clear
791,14,342,752,Friday,Madison Square Park,-1,9.6,Clear
8024,121,3331,141,Saturday,My Comfy King Size Bed,-1,-1.0,Clear
22451,354,10028,804,Sunday,MTA Subway - Delancey St/Essex St (F/J/M/Z),-1,-1.0,Clear
65317,1025,28389,1089,Friday,The Lab,-1,-1.0,Clear
30658,445,12571,129,Friday,NeverLand,-1,-1.0,Clear
66633,1054,29145,1115,Wednesday,Sanctuary,-1,-1.0,Clear
47837,722,20150,669,Thursday,90 prince st,-1,-1.0,Clouds
24378,371,10560,870,Saturday,7-Eleven,-1,6.9,Clear
59681,913,25291,1224,Friday,Ricky's,-1,6.5,Clear
58865,900,24933,950,Sunday,Beard Papa's,1,8.9,Clear
52598,768,21375,306,Friday,Exxon,-1,5.9,Clouds
4247,84,2278,287,Wednesday,Metropolitan Hotel,3,-1.0,Clouds
1557,34,932,625,Tuesday,St. John's University,-1,-1.0,Clouds
43008,647,18048,1203,Thursday,Hamilton Park Small Breed Dog Run,-1,7.6,Clouds
51241,754,21048,1042,Friday,Home home home,-1,-1.0,Clear
52999,773,21521,695,Thursday,Hackensack Auto Spring,-1,-1.0,Clear
25169,372,10588,1123,Monday,Blink Fitness Noho,-1,7.0,Clouds
2624,69,1829,1105,Tuesday,GameStop,-1,6.4,Rain
38954,582,16285,1083,Saturday,Bank of America,-1,6.6,Clear
19330,315,8963,313,Tuesday,May May Restaurant,1,-1.0,Clouds
46694,706,19720,195,Saturday,New York Sports Club,-1,7.1,Clear
59802,916,25333,1295,Monday,Stop & Shop,-1,6.1,Clouds
16434,293,8231,743,Sunday,Sternberg Park,-1,6.5,Clear
43793,660,18404,629,Monday,Prolific Entertainment Agency,-1,-1.0,Clouds
36417,527,14798,820,Monday,MTA Subway - 23rd St (R/W),-1,-1.0,Clouds
44438,682,19001,718,Tuesday,The McGraw-Hill Companies,-1,-1.0,Clouds
3303,80,2138,561,Sunday,Hannah Senesh Community Day School,-1,-1.0,Clouds
41485,635,17657,747,Wednesday,MTA Subway - 96th St (6),-1,-1.0,Clear
39689,593,16534,318,Thursday,Empanada Mama,2,9.1,Clouds
2295,65,1737,1156,Saturday,mi casita,-1,-1.0,Clouds
34262,488,13731,1002,Tuesday,Bowling Green,-1,8.6,Clouds
10599,182,5102,1043,Monday,Smash Studios NYC,-1,8.1,Clouds
39482,593,16523,1171,Wednesday,There's No Place Like Home,-1,-1.0,Clear
56642,881,24428,38,Friday,Kennedy Chicken & Sandwiches,1,-1.0,Clouds
46703,706,19720,284,Saturday,The Vapors Barber Shop Inc.,-1,7.5,Clear
62420,974,27003,13,Monday,Redbox,-1,6.6,Clouds
59055,901,24972,876,Thursday,Famiglia Pizzeria,1,5.5,Clouds
1848,50,1348,568,Tuesday,The snoozZz Button,-1,-1.0,Clouds
30986,445,12580,1127,Sunday,Clean Action Laundromat,-1,-1.0,Clouds
22712,354,10031,1054,Tuesday,Manhattan Bridge,-1,9.0,Clouds
29072,439,12427,657,Thursday,United States Postal Service,-1,-1.0,Clear
54253,819,22797,858,Friday,GameStop,-1,6.5,Clouds
51953,766,21328,607,Friday,Outerstuff,-1,-1.0,Clear
4714,84,2284,141,Sunday,Bourbon Street,1,-1.0,Clouds
60920,934,25868,670,Saturday,Lemoine Bagels,1,7.1,Clouds
21260,349,9890,411,Wednesday,Yankee Clipper,-1,-1.0,Clouds
44953,689,19207,570,Friday,New York Hilton Midtown,-1,7.6,Clouds
65618,1040,28733,650,Sunday,24 Hour Fitness,-1,7.5,Clear
788,14,342,480,Friday,Caffe Lavazza @ Eataly,1,8.2,Clear
38784,582,16263,788,Friday,The MotherShip,-1,-1.0,Clear
20106,344,9751,463,Friday,McDonald's,1,5.4,Clouds
5433,84,2301,1145,Friday,Starbucks,1,-1.0,Clear
37901,539,15142,30,Saturday,Bobo,3,8.7,Clouds
14905,267,7511,1050,Friday,Venezia Pizzeria,1,7.3,Clouds
6302,95,2608,1109,Friday,MTA Subway - Queensboro Plaza (N/W/7),-1,-1.0,Clouds
56873,881,24446,340,Friday,Wayne Manor ( Bat Cave ),-1,-1.0,Clear
66581,1054,29134,936,Thursday,GobbleGobbleBitches,-1,-1.0,Clear
62193,951,26302,1083,Tuesday,Callen-Lorde Community Health Center,-1,-1.0,Clear
12042,185,5203,895,Thursday,Paramus Veteran Home,-1,-1.0,Clouds
66475,1054,29115,1245,Sunday,Shots Sports Lounge,1,8.2,Clear
65298,1025,28388,1090,Saturday,Ironbound Paintball,-1,-1.0,Clouds
45013,689,19209,150,Wednesday,New York Hilton Midtown,-1,7.6,Fog
62050,951,26295,1186,Saturday,Schmackary's,1,9.1,Clear
8743,150,4202,134,Saturday,Columbus Circle,-1,9.2,Clouds
10332,178,5003,1111,Tuesday,Screme Gelato Truck,1,-1.0,Unknown
7379,120,3288,987,Tuesday,Con Edison,-1,-1.0,Clear
59873,916,25335,170,Saturday,The Halal Guys,1,9.1,Clear
15730,293,8213,818,Wednesday,WNYC Radio,-1,8.3,Clouds
61373,943,26130,688,Wednesday,Museum of Modern Art (MoMA),-1,9.5,Clear
53075,773,21540,488,Monday,Morning Coffee,1,-1.0,Clear
61841,951,26290,487,Thursday,Victorian Cleaner,-1,-1.0,Clear
29424,440,12450,938,Thursday,Starbucks,1,5.6,Clouds
64177,992,27483,1089,Tuesday,S&D Kids,-1,-1.0,Clear
1666,34,940,935,Wednesday,Macy's,-1,7.4,Clear
39105,585,16349,346,Saturday,Dunwoodie Dairy and Deli,1,-1.0,Clear
28108,425,12022,892,Sunday,The Joker's Child Comics,-1,8.5,Clouds
55574,842,23450,1098,Tuesday,My Casa,-1,-1.0,Clouds
29370,439,12447,590,Monday,Guida Funeral Home,-1,-1.0,Clear
15551,280,7857,532,Monday,Girl Scouts of the USA,-1,-1.0,Clouds
17075,293,8244,728,Friday,Xiang Xin,1,-1.0,Clouds
66809,1055,29159,1119,Sunday,Regal Cinemas Union Square 14,-1,7.2,Clouds
47712,722,20143,315,Wednesday,MTA Bus - B68/B74/B82/B82LTD - Stillwell Av Terminal,-1,-1.0,Rain
27720,412,11683,456,Wednesday,MTA Subway - Astoria Blvd/Hoyt Ave (N/W),-1,-1.0,Clouds
15513,280,7854,602,Tuesday,Golden Food,1,-1.0,Clear
58182,889,24670,531,Monday,Dickinson Hall FDU,-1,-1.0,Clear
5416,84,2301,897,Wednesday,Comfort Inn,-1,6.0,Clear
60371,928,25684,431,Wednesday,MTA Subway - Burke Ave (2/5),-1,-1.0,Clouds
40337,612,17061,1335,Thursday,Bar 13,2,7.3,Clear
47783,722,20145,562,Friday,The boss house,-1,-1.0,Clear
53868,816,22717,564,Monday,"Jefferson Ave, Tenafly NJ",-1,-1.0,Fog
